image_1,split_1,class_1,image_2,split_2,class_2,match_type,cross_split_leakage,cross_class_conflict,dhash_hamming_distance
train/Grade 2/305638_jpg.rf.3fa160972b1f8f44931ebe70f86749bb.jpg,train,Grade 2,train/Grade 2/305638_jpg.rf.ec962a67a54f6f4f502fe5e8162972ce.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/304129_jpg.rf.b005ebf2555261710135670d130f984f.jpg,train,Grade 2,train/Grade 2/304129_jpg.rf.f6f17c6e3c72c52145f3177b931fecc3.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/pt1114diabetes_1_png.rf.142f07c5490fd27235c930aac9a75d80.jpg,train,Grade 2,train/Grade 2/pt1114diabetes_1_png.rf.ef02058e12b7876db2a82a24feb4e71b.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/images-9-_jpg.rf.02cb3c6954cb19052e894d03dd20cfaa.jpg,train,Grade 3,train/Grade 3/images-9-_jpg.rf.5341f36ee90e411b10473e4d1b3b94db.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/diabetic-foot-ulcer_opt_jpg.rf.3fc2f687eaede055d90e0954bbdd7176.jpg,train,Grade 3,train/Grade 3/diabetic-foot-ulcer_opt_jpg.rf.8fafcedc3a6a0e25c74e315ece043785.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/302521_jpg.rf.1743568fba6095cc1ea29fc55d4135bc.jpg,train,Grade 4,train/Grade 4/302521_jpg.rf.c29b463a6ad258fe5293d3b38181d514.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/244_jpg.rf.18b8453177283dce90e5a80ff15a86b6.jpg,train,Grade 1,train/Grade 1/244_jpg.rf.6a0b3c3523d912ad5d2efe3d7bce21f5.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/244_jpg.rf.18b8453177283dce90e5a80ff15a86b6.jpg,train,Grade 1,train/Grade 1/244_jpg.rf.7c19cdfa90184c3a91b8ef77b97127c5.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/244_jpg.rf.49d395b621dd4e78dec9cf72491367e4.jpg,train,Grade 1,train/Grade 1/244_jpg.rf.7c19cdfa90184c3a91b8ef77b97127c5.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/244_jpg.rf.6a0b3c3523d912ad5d2efe3d7bce21f5.jpg,train,Grade 1,train/Grade 1/244_jpg.rf.7c19cdfa90184c3a91b8ef77b97127c5.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/303660_jpg.rf.23ad1ccd92542d1a0338ff55aade8a12.jpg,train,Grade 1,train/Grade 1/303660_jpg.rf.e950dd6a2e3411b0f578e1f41215ab77.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 4/306093_jpg.rf.586107ca7fe53be7a40ad77ba9e5e642.jpg,train,Grade 4,train/Grade 4/306093_jpg.rf.be9f5422d56dcc9cac7961936474a9b4.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/306093_jpg.rf.586107ca7fe53be7a40ad77ba9e5e642.jpg,train,Grade 4,train/Grade 4/306093_jpg.rf.de27a638973ee67a238fcc9b318066fc.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 4/306093_jpg.rf.be9f5422d56dcc9cac7961936474a9b4.jpg,train,Grade 4,train/Grade 4/306093_jpg.rf.de27a638973ee67a238fcc9b318066fc.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 4/52769400_2289082084749692_2368844041937747968_n_jpg.rf.1165fdb0a8f6c2a9912e5a963b9c3b9d.jpg,train,Grade 4,train/Grade 4/52769400_2289082084749692_2368844041937747968_n_jpg.rf.60c84e1cc1b7c3804da6d642cd9292b1.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/301502_439096869504954_1816155530_n_jpg.rf.0866abdcf1b31a6361b503d8ab85b353.jpg,train,Grade 3,train/Grade 3/301502_439096869504954_1816155530_n_jpg.rf.7ac2bd6488142682f805d97643641dd2.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/303449_jpg.rf.0efd06aa67cdc23bd66a4c9fa3aed37a.jpg,train,Grade 2,train/Grade 2/303449_jpg.rf.e4b77202ef83ca6ba5c963337fbb5507.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/20_jpg.rf.37d5b0b3a78d034ad183b33c115da987.jpg,train,Grade 3,train/Grade 3/2_png.rf.6228f108d575db0cec64f72cc8058c35.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/316_jpg.rf.61cb3cd5cb291e4fa6f9d132d6c47eae.jpg,train,Grade 3,train/Grade 3/316_jpg.rf.6ab0d38f503d0cd2042652dbbae597ab.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/316_jpg.rf.61cb3cd5cb291e4fa6f9d132d6c47eae.jpg,train,Grade 3,train/Grade 3/316_jpg.rf.ea679c0bca03d132a1f532c8e3b580c8.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/52126881_1471327799673926_5898452769995489280_n_jpg.rf.3cb3cd461b7c76f692404f12faf5e794.jpg,train,Grade 3,train/Grade 3/52126881_1471327799673926_5898452769995489280_n_jpg.rf.b41574ae7439edd30da14a7ef1c4050a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/52970995_426417371436683_7545621660573892608_n_jpg.rf.7332b2878c7afb46b824e4b6332ddd46.jpg,train,Grade 3,train/Grade 3/52970995_426417371436683_7545621660573892608_n_jpg.rf.81ce338c31c140464872eaaff096861b.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/301086_jpg.rf.57133cc2bda3f9a9b5b2769459a91f95.jpg,train,Grade 4,train/Grade 4/301086_jpg.rf.609c5812ab5f8a940cae05b6904ec645.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/501292_jpg.rf.06a2b7970e0a8836549b6d50f6383a08.jpg,train,Grade 2,train/Grade 2/501292_jpg.rf.485a2bc2b5fa00e6a34c581b2d1be153.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/302094_jpg.rf.d45c5ebf4b17e6dd63e85ffe3a8956e6.jpg,train,Grade 3,train/Grade 3/302094_jpg.rf.db123e7e7aec03a2cd00e63d7e83e8b3.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/95_jpg.rf.9417f9737942b824cb393a06e4b09405.jpg,train,Grade 1,train/Grade 1/95_jpg.rf.fb85bb4fd938e074c42af059564b869e.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/404_jpg.rf.21fd3cc2a459afd5308704f148883fe7.jpg,train,Grade 3,train/Grade 3/404_jpg.rf.9daf5d13d7406e84b2f7ff2dcce4c7bc.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/42_jpg.rf.14627ba27fd1b27bb6cecf657f6abbc3.jpg,train,Grade 3,train/Grade 3/42_jpg.rf.321592442e76a2e720ed026a0d21c471.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/51842320_2103300119956121_104957898223779840_n_jpg.rf.481a4a77481d4557098c46c197823110.jpg,train,Grade 3,train/Grade 3/51842320_2103300119956121_104957898223779840_n_jpg.rf.82c4b4f05be578be8c2ba1368af711b5.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/198_jpg.rf.1c394ffd6c66fb8d5740de8f2f4121da.jpg,train,Grade 1,train/Grade 1/198_jpg.rf.bca597ff95e4e3bbc097d7a32abc861e.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/302463_jpg.rf.4cd2676bd036f1d02ac59efaa225f93d.jpg,train,Grade 2,train/Grade 2/302463_jpg.rf.a265555b9661fd0931dd5f84c7f82717.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 2/302463_jpg.rf.4cd2676bd036f1d02ac59efaa225f93d.jpg,train,Grade 2,train/Grade 2/302463_jpg.rf.eaa6723d8f60f51d24a353f10d68233c.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/302463_jpg.rf.a265555b9661fd0931dd5f84c7f82717.jpg,train,Grade 2,train/Grade 2/302463_jpg.rf.eaa6723d8f60f51d24a353f10d68233c.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.61096533d1d91151f25b17065269d69c.jpg,train,Grade 1,train/Grade 1/a39266877b6897fad51e9383d93daa05-diabetes-weird_jpg.rf.c21a987667b01da61cebe476856e90d2.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/5_jpg.rf.61c7e6bc4a4c12b0ede54e394faeeec9.jpg,train,Grade 2,train/Grade 2/5_jpg.rf.90729e364b0b915a078477669412882f.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/images-9-_jpg.rf.4aacb6a9b9f3b3bc934aa54684094c6a.jpg,train,Grade 3,train/Grade 3/images-9-_jpg.rf.7c5b52b18caeea8bfc47ca892170f820.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/305127_jpg.rf.583b8d06f722fe927c50ca5b394b7ff2.jpg,train,Grade 2,train/Grade 2/305127_jpg.rf.e0286df46129d77d6c7a8ae419fd042e.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 2/305127_jpg.rf.c83781b81e3f3e3488c3c00df9bc51b3.jpg,train,Grade 2,train/Grade 2/305127_jpg.rf.e0286df46129d77d6c7a8ae419fd042e.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/303132_jpg.rf.1bd1da4f3c18d2b7ff3d302cb73b9733.jpg,train,Grade 1,train/Grade 1/303132_jpg.rf.d678b93152123dea54fc6787360f03e5.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/301898_jpg.rf.0be498ccf5668c92fa90fcb36dfdffc9.jpg,train,Grade 1,train/Grade 1/301898_jpg.rf.962e6c3ec2ae1753ab410cd7200ff3f9.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 2/446_jpg.rf.7bef09728b21f6f612da0635e5d02b0d.jpg,train,Grade 2,train/Grade 2/446_jpg.rf.857068790f457135650bdd926c5df730.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/51361417_390073928235564_6976026271759204352_n_jpg.rf.311116dba5ab3fcd71f89f8aab8248fa.jpg,train,Grade 2,train/Grade 2/51361417_390073928235564_6976026271759204352_n_jpg.rf.4ce5ab91e32ed0c7598a63fba1ec66f2.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 4/371_jpg.rf.0ef45152eecdcc712b2c8f7d0349cd5c.jpg,train,Grade 4,train/Grade 4/371_jpg.rf.9b8ba3b030a38bd3a82a63f44a7234ad.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/274_jpg.rf.ce3aa754d7b66f68e47893452b46a7b3.jpg,train,Grade 1,train/Grade 1/274_jpg.rf.da04e138ef4ba5b184d60371eb13ba0e.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.e13298c20f28ff5f443fdee180c484ef.jpg,train,Grade 1,train/Grade 4/191_jpg.rf.1c6cbbfb5ee13f953852be7c145e0ef9.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,2.0
train/Grade 3/281_jpg.rf.466f22529afda17ea34d5bc51951da57.jpg,train,Grade 3,train/Grade 3/281_jpg.rf.afab31276040145ca9e172ef84641016.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/302640_jpg.rf.489101f9077901de669cec1b1c17adc1.jpg,train,Grade 3,train/Grade 3/302640_jpg.rf.9e8ed3cfde839d53e29e72479b266321.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/304636_jpg.rf.6a1ef02f5d708837271b0b22b7882c22.jpg,train,Grade 3,train/Grade 3/304636_jpg.rf.ac11f74ce5149c4dd3c102d20ce33a5f.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/486_jpg.rf.1af4fe194ef9ace6b74e1ac41836f42f.jpg,train,Grade 3,train/Grade 3/486_jpg.rf.4687d7b71465052587754dfaf372d146.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/52109842_405285516886601_4290415047278067712_n_jpg.rf.0713f4891a686b6b622c1468aceb26cb.jpg,train,Grade 3,train/Grade 3/52109842_405285516886601_4290415047278067712_n_jpg.rf.91ebc9e4399d2a233b8041f365c16824.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 3/52940660_966274583562322_8984757067071881216_n_jpg.rf.15ccb0b2e535d3b6b90f2091587e8f36.jpg,train,Grade 3,train/Grade 3/52940660_966274583562322_8984757067071881216_n_jpg.rf.679458242d3a1ea4e717a0932522c5d5.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/52940660_966274583562322_8984757067071881216_n_jpg.rf.15ccb0b2e535d3b6b90f2091587e8f36.jpg,train,Grade 3,train/Grade 4/319_jpg.rf.fb8b9d2ec44d6d802c89709f48586ba3.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 3/52947203_2002480693380731_7008819313431805952_n_jpg.rf.a9acd5ab0b4383086da260445ce4d9c6.jpg,train,Grade 3,train/Grade 3/52947203_2002480693380731_7008819313431805952_n_jpg.rf.ebe54773447b89066447842508c70d29.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/487_jpg.rf.2a903ebf066d0b726cdd9c9a0a94725a.jpg,train,Grade 3,train/Grade 3/487_jpg.rf.43a286be8f0f5f19bcb41ba34d73217e.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 3/487_jpg.rf.2a903ebf066d0b726cdd9c9a0a94725a.jpg,train,Grade 3,train/Grade 3/487_jpg.rf.835c393482ec4821c5331ec70022ab16.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/487_jpg.rf.43a286be8f0f5f19bcb41ba34d73217e.jpg,train,Grade 3,train/Grade 3/487_jpg.rf.835c393482ec4821c5331ec70022ab16.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/487_jpg.rf.43a286be8f0f5f19bcb41ba34d73217e.jpg,train,Grade 3,train/Grade 3/487_jpg.rf.afa4e7675802010ad9ac8aec0c90f264.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 3/487_jpg.rf.835c393482ec4821c5331ec70022ab16.jpg,train,Grade 3,train/Grade 3/487_jpg.rf.afa4e7675802010ad9ac8aec0c90f264.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/0cbt67mm0fr01_jpg.rf.1a03a7f02719ca031dbb45c510d6edf2.jpg,train,Grade 1,train/Grade 1/0cbt67mm0fr01_jpg.rf.313b744ae123d7c1b409c9c5e9797eac.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/0cbt67mm0fr01_jpg.rf.1a03a7f02719ca031dbb45c510d6edf2.jpg,train,Grade 1,train/Grade 1/0cbt67mm0fr01_jpg.rf.aa98c425ab72739d039ea4f05243c109.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/0cbt67mm0fr01_jpg.rf.313b744ae123d7c1b409c9c5e9797eac.jpg,train,Grade 1,train/Grade 1/0cbt67mm0fr01_jpg.rf.aa98c425ab72739d039ea4f05243c109.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 3/foot-ulcer-pic-1-_png.rf.5f435e2c60ff604d5f1852c6abb3d040.jpg,train,Grade 3,train/Grade 3/foot-ulcer-pic-1-_png.rf.98b350f326a0f528b4e2553c24c1a6f6.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 3/foot-ulcer-pic-1-_png.rf.6719792a471f9264c94fc410a1fd7084.jpg,train,Grade 3,train/Grade 3/foot-ulcer-pic-1-_png.rf.98b350f326a0f528b4e2553c24c1a6f6.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 4/-a-a-_jpg.rf.aa365afb184792888970cd42534e4ac5.jpg,train,Grade 4,train/Grade 4/-a-a-_jpg.rf.c10666cc66bdd2ec8303f69971ddf2cc.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/115_jpg.rf.01cd2037b9f698ebe01aa24234091699.jpg,train,Grade 1,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.9bff96a5063820db39801f30098f3d9a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/115_jpg.rf.01cd2037b9f698ebe01aa24234091699.jpg,train,Grade 1,train/Grade 4/52985842_2191114764444546_3837081889135394816_n_jpg.rf.f62db499ff7efeecf5ce1811bcd45dff.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/237_jpg.rf.60f3ea2c5fbc70535007c86aa2b61bf8.jpg,train,Grade 1,train/Grade 1/237_jpg.rf.cf01d51c1b17f1f584d752263dc184c4.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,2.0
train/Grade 1/305479_jpg.rf.0ec8fab22173014156bd030c14498337.jpg,train,Grade 1,train/Grade 1/305479_jpg.rf.36798a090f5678a35290c3695d0c4f5f.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/478_jpg.rf.16a2083db1a490a5195985f73893815f.jpg,train,Grade 1,train/Grade 1/478_jpg.rf.34b7902364ca741effd75f006415c0a1.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 1/478_jpg.rf.34b7902364ca741effd75f006415c0a1.jpg,train,Grade 1,train/Grade 1/52605175_2036653519784616_4603193373434576896_n_jpg.rf.96069712f6e929359c5b82d3ee602613.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,4.0
train/Grade 1/491_jpg.rf.01b1542bcf3f70c371d27535f5f33cee.jpg,train,Grade 1,train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.b5b9c1ceec3883d1dd9c22fbfc75ff3e.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,3.0
train/Grade 1/491_jpg.rf.01b1542bcf3f70c371d27535f5f33cee.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.2a546dd011785460f1a57ecea3614043.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/491_jpg.rf.01b1542bcf3f70c371d27535f5f33cee.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.deda6b163e784445fc0550ce9d41e319.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/491_jpg.rf.01b1542bcf3f70c371d27535f5f33cee.jpg,train,Grade 1,train/Grade 4/51677707_318598352100507_1141860632379785216_n_jpg.rf.fab3454d8e16774a3600b427b9cb8b03.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.b5b9c1ceec3883d1dd9c22fbfc75ff3e.jpg,train,Grade 1,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.a01d71cd1a28eb5ac90603cfb6441ccc.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.b5b9c1ceec3883d1dd9c22fbfc75ff3e.jpg,train,Grade 1,train/Grade 3/51795551_387825175429049_5388304199618396160_n_jpg.rf.2a546dd011785460f1a57ecea3614043.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52766842_553738755138733_4660913657968852992_n_jpg.rf.b5b9c1ceec3883d1dd9c22fbfc75ff3e.jpg,train,Grade 1,train/Grade 4/222748d9f97a36c08da91dc46f6f5200_jpg.rf.818e2cfbb81701ccfa916be0917733e8.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.8af21310cad59f53ef8cd9b4930b3e02.jpg,train,Grade 1,train/Grade 4/190_jpg.rf.b327deda6412804bd7273b07eeb22d07.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.8af21310cad59f53ef8cd9b4930b3e02.jpg,train,Grade 1,train/Grade 4/354_jpg.rf.776f0fbf1058edbc45fbd11613a6207c.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/52893683_309124839801524_5592826745502826496_n_jpg.rf.8af21310cad59f53ef8cd9b4930b3e02.jpg,train,Grade 1,train/Grade 4/52590332_933677237022401_4422700044289835008_n_jpg.rf.a725847a7fed952d293ad4b13a34bec1.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 1/7_jpg.rf.07748e56e6f45d71225a5e7e7e898fe8.jpg,train,Grade 1,train/Grade 1/7_jpg.rf.ae6c3245acaadd2faa4bc5fd3483bed8.jpg,train,Grade 1,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 1/7_jpg.rf.07748e56e6f45d71225a5e7e7e898fe8.jpg,train,Grade 1,train/Grade 2/9_jpg.rf.1b2371d5057a618c55ed6713039adf10.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/7_jpg.rf.07748e56e6f45d71225a5e7e7e898fe8.jpg,train,Grade 1,train/Grade 2/9_jpg.rf.1d8d2c4c02070165b3e76c1c52899028.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/7_jpg.rf.ae6c3245acaadd2faa4bc5fd3483bed8.jpg,train,Grade 1,train/Grade 2/9_jpg.rf.1b2371d5057a618c55ed6713039adf10.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 1/7_jpg.rf.ae6c3245acaadd2faa4bc5fd3483bed8.jpg,train,Grade 1,train/Grade 2/9_jpg.rf.1d8d2c4c02070165b3e76c1c52899028.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/126_jpg.rf.06634371ada87e7a931743903afd9ad3.jpg,train,Grade 2,train/Grade 2/126_jpg.rf.640eb7bdf66496b8bbfbda5f6a68373f.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/4_png.rf.332f1e168c5b438fd14dbda6436cd6ef.jpg,train,Grade 2,train/Grade 2/9_jpg.rf.f8cf1cd5c5eb6006db26dc65257ef5e2.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.a475a4a921700c29bea1444e0f0b3bbc.jpg,train,Grade 2,train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.a475a4a921700c29bea1444e0f0b3bbc.jpg,train,Grade 2,train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fb29baa1174c8e6e2e045f5c55696895.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,0.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.a475a4a921700c29bea1444e0f0b3bbc.jpg,train,Grade 2,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.9bff96a5063820db39801f30098f3d9a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.a475a4a921700c29bea1444e0f0b3bbc.jpg,train,Grade 2,train/Grade 4/52985842_2191114764444546_3837081889135394816_n_jpg.rf.f62db499ff7efeecf5ce1811bcd45dff.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fb29baa1174c8e6e2e045f5c55696895.jpg,train,Grade 2,NEAR_DUPLICATE_DHASH,False,False,1.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.9bff96a5063820db39801f30098f3d9a.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,3.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.a01d71cd1a28eb5ac90603cfb6441ccc.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,train/Grade 3/51754591_2131917850178589_3095084442885029888_n_jpg.rf.c9e0206d784c67fa0b300cf3bb97f1f2.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,train/Grade 3/51758604_536049470222332_2162260324068098048_n_jpg.rf.39a64934a3e9c8629418e179b1669500.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,train/Grade 3/51758604_536049470222332_2162260324068098048_n_jpg.rf.bac079451e458b49c63f01eca6d253e7.jpg,train,Grade 3,NEAR_DUPLICATE_DHASH,False,True,4.0
train/Grade 2/51800923_402404833902939_2858222923565498368_n_jpg.rf.fab12d91f2a5717fc43e5165ebac6feb.jpg,train,Grade 2,train/Grade 4/52985842_2191114764444546_3837081889135394816_n_jpg.rf.f62db499ff7efeecf5ce1811bcd45dff.jpg,train,Grade 4,NEAR_DUPLICATE_DHASH,False,True,3.0
